companyId,Name,Sector,Industry
20MICRONS,20 Microns Ltd,Mining & Mineral products,Mining/Minerals
360ONE,360 ONE WAM Ltd,Stock/ Commodity Brokers,Finance - Capital Markets - Wealth Management
3BBLACKBIO,3B Blackbio DX Ltd,Healthcare,Diagnostics
3MINDIA,3M India Ltd,Diversified,Diversified
5PAISA,5paisa Capital Ltd,Stock/ Commodity Brokers,Finance - Capital Markets - Brokers
63MOONS,63 Moons Technologies Ltd,IT - Software,IT - Software
AADHARHFC,Aadhar Housing Finance Ltd,Finance,Finance - Housing
AARTIDRUGS,Aarti Drugs Ltd,Pharmaceuticals,Pharma - API
AARTIIND,Aarti Industries Ltd,Chemicals,Speciality Chemicals
AARTIPHARM,Aarti Pharmalabs Ltd,Pharmaceuticals,Pharma - API
AAVAS,AAVAS Financiers Ltd,Finance,Finance - Housing
AAYUSHBULL,Aayush Art and Bullion Ltd,"Diamond, Gems and Jewellery",Trading
AFSL,Abans Financial Services Ltd,Finance,Finance & Investments - Others
ABB,ABB India Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General
ABBOTINDIA,Abbott India Ltd,Pharmaceuticals,Pharma - MNC bulk Drugs
ABSMARINE,ABS Marine Services Ltd,Shipping,Shipping/Dredging
ACCELYA,Accelya Solutions India Ltd,IT - Software,IT Product Companies
ACCENTMIC,Accent Microcell Ltd,Pharmaceuticals,Pharma - Formulators
ACC,ACC Ltd,Cement,Cement
ACMESOLAR,ACME Solar Holdings Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
ACE,Action Construction Equipment Ltd,Capital Goods-Non Electrical Equipment,Capital Goods - EPC/Cranes
ACUTAAS,Acutaas Chemicals Ltd,Pharmaceuticals,Pharma - API & CRAMS
ADANIENSOL,Adani Energy Solutions Ltd,Power Generation & Distribution,Power - Transmission/Equipment
ADANIENT,Adani Enterprises Ltd,Trading,Trading
ADANIGREEN,Adani Green Energy Ltd,Power Generation & Distribution,Power - Generation/Distribution
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Marine Port & Services,Marine Port & Services
ADANIPOWER,Adani Power Ltd,Power Generation & Distribution,Power - Generation/Distribution
ATGL,Adani Total Gas Ltd,Gas Distribution,Gas Distribution
ADCINDIA,ADC India Communications Ltd,Telecom Equipment & Infra Services,Telecom Services
ADFFOODS,ADF Foods Ltd,FMCG,FMCG - Contract Mfg
ABCAPITAL,Aditya Birla Capital Ltd,Finance,Conglomerate Backed NBFC
ABFRL,Aditya Birla Fashion & Retail Ltd,Retail,Textiles - Readymade Apparel
ABLBL,Aditya Birla Lifestyle Brands Ltd,Retail,Textiles - Readymade Apparel
BIRLAMONEY,Aditya Birla Money Ltd,Stock/ Commodity Brokers,Finance - Capital Markets
ABREL,Aditya Birla Real Estate Ltd,Realty,Realty - National
ABSLAMC,Aditya Birla Sun Life AMC Ltd,Finance,Finance - AMC
CPPLUS,Aditya Infotech Ltd,Electronics,CCTV Camera
AVL,Aditya Vision Ltd,Retail,Retail - Electronics
ADOR,Ador Welding Ltd,Capital Goods-Non Electrical Equipment,Welding Equipments
ADVAIT,Advait Energy Transitions Limited,Cables,EPC
ADVANCE,Advance Agrolife Ltd,Agro Chemicals,Pesticides/Agrochemicals
ADVENZYMES,Advanced Enzyme Technologies Ltd,Pharmaceuticals,Seeds/Tissue Culture/Bio Technology
ADVENTHTL,Advent Hotels International Ltd,Hotels & Restaurants,Hotels
AEGISLOG,Aegis Logistics Ltd,Trading,Logistics
AEGISVOPAK,Aegis Vopak Terminals Ltd,Logistics,Miscellaneous
AEQUS,Aequs Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
AEROENTER,Aeroflex Enterprises Ltd,Steel,Miscellaneous
AEROFLEX,Aeroflex Industries Ltd,Steel,Stainless Steel
AETHER,Aether Industries Ltd,Chemicals,Speciality Chemicals
AFCOM,Afcom Holdings Ltd,Logistics,Air Transport Service
AFCONS,Afcons Infrastructure Ltd,Infrastructure Developers & Operators,Construction - Civil/Turnkey
AFFLE,Affle 3i Ltd,IT - Software,Advertisement
AGARIND,Agarwal Industrial Corporation Ltd,Petrochemicals,Petrochem - Others
AGI,AGI Greenpac Ltd,Packaging,Packaging - FMCG/Consumers
AGIIL,AGI Infra Ltd,Realty,Realty - Construction & Contracting
AHLUCONT,Ahluwalia Contracts (India) Ltd,Realty,EPC
AIAENG,AIA Engineering Ltd,"Castings, Forgings & Fastners",Capital Goods - Mining Equipement
AIMTRON,Aimtron Electronics Ltd,Electronics,EMS
AIRFLOA,Airfloa Rail Technology Ltd,Capital Goods-Non Electrical Equipment,Compressors
AJANTPHARM,Ajanta Pharma Ltd,Pharmaceuticals,Pharma - Formulators
AJAXENGG,Ajax Engineering Ltd,Capital Goods-Non Electrical Equipment,Capital Goods - EPC/Cranes
AJMERA,Ajmera Realty & Infra India Ltd,Realty,Realty - Construction & Contracting
AKCAPIT,AKCapital Services Ltd,Finance,NBFC - Others
AKUMS,Akums Drugs & Pharmaceuticals Ltd,Pharmaceuticals,Pharma - Formulators
ALEMBICLTD,Alembic Ltd,Realty,Finance - Holding Company
APLLTD,Alembic Pharmaceuticals Ltd,Pharmaceuticals,Pharma - Formulators
ALGOQUANT,Algoquant Fintech Ltd,Finance,Finance & Investments - Others
ALICON,Alicon Castalloy Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
ALIVUS,Alivus Life Sciences Ltd,Pharmaceuticals,Pharmaceuticals Bulk Drugs & Formulation
ALKEM,Alkem Laboratories Ltd,Pharmaceuticals,Pharma - Formulators
ALKYLAMINE,Alkyl Amines Chemicals Ltd,Chemicals,Speciality Chemicals
ATL,Allcargo Terminals Ltd,Marine Port & Services,Logistics
ALLDIGI,Alldigi Tech Ltd,IT - Software,IT Enabled Services
ABDL,Allied Blenders & Distillers Ltd,Alcoholic Beverages,Alcoholic Beverages
ADSL,Allied Digital Services Ltd,IT - Software,IT - Software
ALLTIME,All Time Plastics Ltd,Plastic products,Plastics - Others
ALPEXSOLAR,Alpex Solar Ltd,Capital Goods - Electrical Equipment,Capital Goods - Electric General
ALTIUSINVIT,Altius Telecom Infrastructure Trust,Infrastructure Investment Trusts,Infrastructure Investment Trusts
AMAGI,Amagi Media Labs Ltd,IT - Software,Entertainment & Media
AMAL,Amal Ltd,Chemicals,Speciality Chemicals
AMANTA,Amanta Healthcare Ltd,Pharmaceuticals,Pharmaceuticals Bulk Drugs & Formulation
ARE&M,Amara Raja Energy & Mobility Ltd,Auto Ancillaries,Auto Ancillaries - Batteries
AMBER,Amber Enterprises India Ltd,Consumer Durables,Consumer Electronics - EMS
AMBIKCO,Ambika Cotton Mills Ltd,Textiles,Textiles - Spinning
AMBUJACEM,Ambuja Cements Ltd,Cement,Cement
AMIC,Amic Forging Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
AMNPLST,Amines & Plasticizers Ltd,Chemicals,Speciality Chemicals
AMIRCHAND,Amir Chand Jagdish Kumar (Exports) Ltd,FMCG,Food - Processing - Rice
AMRUTANJAN,Amrutanjan Health Care Ltd,Pharmaceuticals,Pharma - Formulators
ARSSBL,Anand Rathi Share & Stock Brokers Ltd,Stock/ Commodity Brokers,Finance - Capital Markets - Brokers
ANANDRATHI,Anand Rathi Wealth Ltd,Finance,Finance - Capital Markets - Wealth Management
ANANTAM,Anantam Highways Trust,Infrastructure Investment Trusts,Infra/Real Estate Investment Trust
ANANTRAJ,Anant Raj Ltd,Realty,Data Centre
ANDHRAPAP,Andhra Paper Ltd,Paper,Paper
ANDHRSUGAR,Andhra Sugars Ltd,Chemicals,Sugar
ANDREWYU,Andrew Yule & Company Ltd,Diversified,Diversified
ANGELONE,Angel One Ltd,Stock/ Commodity Brokers,Finance - Capital Markets - Brokers
ANONDITA,Anondita Medicare Ltd,Miscellaneous,Contraceptives/Protectives
ANTELOPUS,Antelopus Selan Energy Ltd,Crude Oil & Natural Gas,Oil Drilling & Exploration
ANTHEM,Anthem Biosciences Ltd,Pharmaceuticals,Pharma - API & CRAMS
AWHCL,Antony Waste Handling Cell Ltd,Miscellaneous,Recycling
ANUHPHR,Anuh Pharma Ltd,Pharmaceuticals,Pharma - API
ANURAS,Anupam Rasayan India Ltd,Chemicals,Speciality Chemicals
ANZEN,Anzen India Energy Yield Plus Trust,Power Infrastructure,Miscellaneous
APARINDS,Apar Industries Ltd,Capital Goods - Electrical Equipment,Cables - Power
APCOTEXIND,Apcotex Industries Ltd,Chemicals,Rubber Processing/Rubber Products
PARKHOTELS,Apeejay Surrendra Park Hotels Ltd,Hotels & Restaurants,Hotels
APEX,Apex Frozen Foods Ltd,FMCG,FMCG - Shrimp
APIS,Apis India Ltd,FMCG,Food - Processing - Others
APLAPOLLO,APL Apollo Tubes Ltd,Capital Goods-Non Electrical Equipment,Steel - Tubes/Pipes
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Healthcare,Hospitals
APOLLO,Apollo Micro Systems Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
APOLLOPIPE,Apollo Pipes Ltd,Plastic products,Building Materials - Plastic Pipes
APOLLOTYRE,Apollo Tyres Ltd,Tyres,Tyres & Tubes
APTECHT,Aptech Ltd,Computer Education,Computer Education
APTUS,Aptus Value Housing Finance India Ltd,Finance,Finance - Housing
AQYLON,Aqylon Nexus Ltd,Entertainment,Miscellaneous
ACI,Archean Chemical Industries Ltd,Chemicals,Chemicals - Inorganic
ARFIN,Arfin India Ltd,Non Ferrous Metals,Aluminium Products
ARIHANTCAP,Arihant Capital Markets Ltd,Stock/ Commodity Brokers,Finance - Capital Markets - Brokers
ARIHANT,Arihant Foundations & Housing Ltd,Realty,Realty - Construction & Contracting
ARIHANTSUP,Arihant Superstructures Ltd,Realty,Realty - Regional
ARIS,Arisinfra Solutions Ltd,Trading,Trading
ARKADE,Arkade Developers Ltd,Realty,Realty - Regional
ARMANFIN,Arman Financial Services Ltd,Finance,Finance & Investments - Microfinance
ARROWGREEN,Arrow Greentech Ltd,Plastic products,Plastics - Plastic & Plastic Products
ARTEMISMED,Artemis Medicare Services Ltd,Healthcare,Hospitals
ARTSON,Artson Ltd,Infrastructure Developers & Operators,Infra - Engineering - General
ARVINDFASN,Arvind Fashions Ltd,Retail,Textiles - Readymade Apparel
ARVIND,Arvind Ltd,Textiles,Textiles
ARVSMART,Arvind SmartSpaces Ltd,Realty,Realty - Construction & Contracting
ARYAMAN,Aryaman Financial Services Ltd,Finance,NBFC - Others
ASAHIINDIA,Asahi India Glass Ltd,Glass & Glass Products,Glass & Glass Products
ASGARD,Asgard Alcobev Ltd,Retail,Steel Products
ASHAPURMIN,Ashapura Minechem Ltd,Mining & Mineral products,Mining/Minerals
ASHIANA,Ashiana Housing Ltd,Realty,Realty - Construction & Contracting
ASHIKA,Ashika Credit Capital Ltd,Finance,Finance - Investment Bankers
ASHOKA,Ashoka Buildcon Ltd,Infrastructure Developers & Operators,Construction & Contracting
ASHOKLEY,Ashok Leyland Ltd,Automobile,Auto & Auto Ancl - CV
ASIANENE,Asian Energy Services Ltd,Crude Oil & Natural Gas,Oil Drilling & Exploration
ASIANTILES,Asian Granito India Ltd,Ceramic Products,Ceramics/Tiles/Sanitaryware
ASIANHOTNR,Asian Hotels (North) Ltd,Hotels & Restaurants,Hotels
AHLWEST,Asian Hotels (West) Ltd,Hotels & Restaurants,Hotels
ASIANPAINT,Asian Paints Ltd,Paints/Varnish,Building Materials - Paints
ASTAR,Asian Star Company Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
ASKAUTOLTD,ASK Automotive Ltd,Auto Ancillaries,Auto Ancillaries - 2 Wheelers
ASMTEC,ASM Technologies Ltd,IT - Software,IT - Software
ASALCBR,Associated Alcohols & Breweries Ltd,Alcoholic Beverages,Alcoholic Beverages
ASTEC,Astec Lifesciences Ltd,Agro Chemicals,Pesticides/Agrochemicals
ASTERDM,Aster DM Healthcare Ltd,Healthcare,Hospitals
ASTRAL,Astral Ltd,Plastic products,Building Materials - Plastic Pipes
ASTRAMICRO,Astra Microwave Products Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
ASTRAZEN,Astrazeneca Pharma India Ltd,Pharmaceuticals,Pharma - MNC bulk Drugs
ATHERENERG,Ather Energy Ltd,Automobile,Auto - 2 & 3 Wheelers
ATLANTAELE,Atlanta Electricals Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Transformers
ATULAUTO,Atul Auto Ltd,Automobile,Auto - 2 & 3 Wheelers
ATUL,Atul Ltd,Chemicals,Dyes & Pigments
AURIONPRO,Aurionpro Solutions Ltd,IT - Software,IT - Software
AUROPHARMA,Aurobindo Pharma Ltd,Pharmaceuticals,Pharma - Formulators
AURUM,Aurum Proptech Ltd,IT - Software,IT Enabled Services
AUBANK,AU Small Finance Bank Ltd,Banks,Banks - Small Finance
APS,Australian Premium Solar (India) Ltd,Capital Goods - Electrical Equipment,Capital Goods - Solar
AIIL,Authum Investment & Infrastructure Ltd,Finance,Finance & Investments - Others
ACGL,Automobile Corporation Of Goa Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
AUTOAXLES,Automotive Axles Ltd,Auto Ancillaries,Auto & Auto Ancl - CV
ASAL,Automotive Stampings & Assemblies Ltd,Auto Ancillaries,Auto Ancillaries - Spare Parts Accessories
AVADHSUGAR,Avadh Sugar & Energy Ltd,Sugar,Sugar
AVALON,Avalon Technologies Ltd,Consumer Durables,Consumer Electronics - EMS
AVANTEL,Avantel Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
AVANTIFEED,Avanti Feeds Ltd,FMCG,FMCG - Shrimp
DMART,Avenue Supermarts Ltd,Retail,Retail - Departmental Stores
AIRLTD,Avishkar Infra Realty Ltd,Construction,Construction - Factories/Offices/Commercial
AVTNPL,AVT Natural Products Ltd,FMCG,Agricultural Processing - Maize
AWFIS,AWFIS Space Solutions Ltd,Co-Working,Realty - CoWorking
AWL,AWL Agri Business Ltd,FMCG,"Edible Oils, Agro Processing"
AXENTRA,Axentra Corp Limited,Construction,Construction - Factories/Offices/Commercial
AXISBANK,Axis Bank Ltd,Banks,Banks - Private
AXISCADES,AXISCADES Technologies Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
AXISOL,Axis Solutions Ltd,Capital Goods-Non Electrical Equipment,Engineering - Light - General
AXTEL,Axtel Industries Ltd,Capital Goods - Electrical Equipment,Infra - Engineering - General
AYE,Aye Finance Ltd,Finance,NBFC - Others
AYMSYNTEX,AYM Syntex Ltd,Textiles,Textiles - Processing/Texturising
AZAD,Azad Engineering Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
AZADIND,Azad India Mobility Ltd,Automobile,Automobiles - LCVs/HCVs
STYLEBAAZA,Baazar Style Retail Ltd,Retail,Textiles - Readymade Apparel
BAFNAPH,Bafna Pharmaceuticals Ltd,Pharmaceuticals,Pharma - Formulators
BAGMANE,Bagmane Prime Office REIT,Real Estate Investment Trusts,Infra/Real Estate Investment Trust
BAHETI,Baheti Recycling Industries Ltd,Non Ferrous Metals,Aluminium - Sheets/Coils/Wires/Others
BAJAJ-AUTO,Bajaj Auto Ltd,Automobile,Auto - 2 & 3 Wheelers
BAJAJCON,Bajaj Consumer Care Ltd,FMCG,FMCG - Personal Care
BAJAJELEC,Bajaj Electricals Ltd,Consumer Durables,Domestic Appliances
BAJFINANCE,Bajaj Finance Ltd,Finance,Conglomerate Backed NBFC
BAJAJFINSV,Bajaj Finserv Ltd,Finance,Finance - Holding Company
BAJAJHCARE,Bajaj Healthcare Ltd,Pharmaceuticals,Pharma - Formulators
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Finance,Finance - Holding Company
BAJAJHFL,Bajaj Housing Finance Ltd,Finance,Finance - Housing
BAJAJST,Bajaj Steel Industries Ltd,Capital Goods-Non Electrical Equipment,Capital Goods - Engineering Heavy
BAJEL,Bajel Projects Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
BALAMINES,Balaji Amines Ltd,Chemicals,Chemicals - Organic
BALAJITELE,Balaji Telefilms Ltd,Entertainment,Entertainment & Media
BALGOPAL,Balgopal Commercial Ltd,Trading,Trading
BALKRISIND,Balkrishna Industries Ltd,Tyres,Tyres & Tubes
BALMLAWRIE,Balmer Lawrie & Company Ltd,Diversified,Diversified
BLIL,Balmer Lawrie Investment Ltd,Finance,Finance & Investments - Others
BALRAMCHIN,Balrampur Chini Mills Ltd,Sugar,Sugar
BALUFORGE,Balu Forge Industries Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
BANCOINDIA,Banco Products (India) Ltd,Auto Ancillaries,Auto Ancillaries - Engine Parts
BANDHANBNK,Bandhan Bank Ltd,Banks,Banks - Private
BANKBARODA,Bank of Baroda,Banks,Banks - PSU
BANKINDIA,Bank of India,Banks,Banks - PSU
MAHABANK,Bank of Maharashtra,Banks,Banks - PSU
BANARISUG,Bannari Amman Sugars Ltd,Sugar,Sugar
BANSALWIRE,Bansal Wire Industries Ltd,Steel,Steel - Wires
BASF,BASF India Ltd,Chemicals,Chemicals - Organic
BASILIC,Basilic Fly Studio Ltd,Entertainment,Entertainment & Media
BATAINDIA,Bata India Ltd,Leather,Footwear
BAYERCROP,Bayer CropScience Ltd,Agro Chemicals,Pesticides/Agrochemicals
BCLIND,BCL Industries Ltd,Alcoholic Beverages,Diversified
BEEKAY,Beekay Steel Industries Ltd,Steel,Steel Products
BEEZAASAN,Beezaasan Explotech Ltd,Chemicals,Industrial Explosives
BELDING,Belding India Ltd,Non Ferrous Metals,Aluminium
BELRISE,Belrise Industries Ltd,Auto Ancillaries,Auto Ancillaries - 2 Wheelers
BLAL,BEML Land Assets Ltd,Construction,Construction & Contracting
BEML,BEML Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
BENARAS,Benares Hotels Ltd,Hotels & Restaurants,Hotels
BENGALASM,Bengal & Assam Company Ltd,Finance,Finance & Investments - Others
BERGEPAINT,Berger Paints India Ltd,Paints/Varnish,Building Materials - Paints
BETA,Beta Drugs Ltd,Pharmaceuticals,Pharma - API
BFINVEST,BF Investment Ltd,Finance,Finance & Investments - Others
BFUTILITIE,BF Utilities Ltd,Power Generation & Distribution,Power - Generation/Distribution
BGRENERGY,BGR Energy Systems Ltd,Infrastructure Developers & Operators,Infra - Engineering - General
BHAGERIA,Bhageria Industries Ltd,Chemicals,Dyes & Pigments
BHAGCHEM,Bhagiradha Chemicals & Industries Ltd,Agro Chemicals,Pesticides/Agrochemicals
BHAGYANGR,Bhagyanagar India Ltd,Power Generation & Distribution,Recycling
BEPL,Bhansali Engineering Polymers Ltd,Petrochemicals,Petrochem - Polymers
BBL,Bharat Bijlee Ltd,Capital Goods - Electrical Equipment,Capital Goods - Transformers
BHARATCOAL,Bharat Coking Coal Ltd,Mining & Mineral products,Mining/Minerals
BDL,Bharat Dynamics Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
BEL,Bharat Electronics Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
BHARATFORG,Bharat Forge Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
BGDL,Bharat Global Developers Ltd,Trading,Diversified
BHEL,Bharat Heavy Electricals Ltd,Capital Goods - Electrical Equipment,Capital Goods - Engineering Heavy
BPLPHARMA,Bharat Parenterals Ltd,Pharmaceuticals,Pharma - Formulators
BPCL,Bharat Petroleum Corporation Ltd,Refineries,Refineries
BHARATRAS,Bharat Rasayan Ltd,Agro Chemicals,Pesticides/Agrochemicals
BHARATSE,Bharat Seats Ltd,Auto Ancillaries,Auto Ancillaries - Seats
BHARATWIRE,Bharat Wire Ropes Ltd,Steel,Steel - Wires
BHARTIARTL,Bharti Airtel Ltd,Telecom-Service,Telecom Services
BHARTIHEXA,Bharti Hexacom Ltd,Telecom-Service,Telecom Services
BIL,Bhartiya International Ltd,Leather,Textiles
BIGBLOC,BIGBLOC Construction Ltd,Cement - Products,Cement
BIKAJI,Bikaji Foods International Ltd,FMCG,FMCG - Snacks
GROWW,Billionbrains Garage Ventures Ltd,Stock/ Commodity Brokers,Finance - Capital Markets - Brokers
BIOCON,Biocon Ltd,Pharmaceuticals,Pharma - Formulators
BIRLACABLE,Birla Cable Ltd,Cables,Cables - Telecom
BIRLACORPN,Birla Corporation Ltd,Cement,Cement
BIRLANU,BirlaNu Ltd,Cement - Products,Cement Products
BSOFT,Birlasoft Ltd,IT - Software,IT - Software
BIZOTIC,Bizotic Commercial Ltd,Retail,Trading
BBOX,Black Box Ltd,IT - Software,Data Centre
BLACKBUCK,Blackbuck Ltd,Logistics,Logistics
BLACKROSE,Black Rose Industries Ltd,Chemicals,Speciality Chemicals
BLISSGVS,Bliss GVS Pharma Ltd,Pharmaceuticals,Pharma - Formulators
BLKASHYAP,BLKashyap & Sons Ltd,Construction,Construction - Civil/Turnkey
BLSE,BLS E-Services Ltd,IT - Software,IT - Software
BLS,BLS International Services Ltd,IT - Software,Services - Others
BLUECLOUDS,Blue Cloud Softech Solutions Ltd,IT - Software,IT - Software
BLUEDART,Blue Dart Express Ltd,Logistics,Logistics
BLUEJET,Blue Jet Healthcare Ltd,Pharmaceuticals,Pharma - API & CRAMS
BLUESTARCO,Blue Star Ltd,Consumer Durables,Consumer Electronics
BLUESTONE,Bluestone Jewellery & Lifestyle Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
BLUSPRING,Bluspring Enterprises Ltd,Diversified,Diversified
BMW,BMW Industries Ltd,Steel,Steel Products
BNAGROCHEM,BN Agrochem Ltd,Trading,Trading
BODALCHEM,Bodal Chemicals Ltd,Chemicals,Dyes & Pigments
BOMDYEING,Bombay Dyeing & Manufacturing Company Ltd,Textiles,Textiles - Processing/Texturising
BSHSL,Bombay Super Hybrid Seeds Ltd,FMCG,Seeds/Tissue Culture/Bio Technology
BONDADA,Bondada Engineering Ltd,Infrastructure Developers & Operators,Infra - Engineering - General
BORANA,Borana Weaves Ltd,Textiles,Textiles - Weaving
BOROLTD,Borosil Ltd,Glass & Glass Products,Opalware
BORORENEW,Borosil Renewables Ltd,Glass & Glass Products,Glass & Glass Products
BOROSCI,Borosil Scientific Ltd,Glass & Glass Products,Glass & Glass Products
BOSCH-HCIL,Bosch Home Comfort India Ltd,Consumer Durables,Consumer Electronics
BOSCHLTD,Bosch Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
FIRSTCRY,Brainbees Solutions Ltd,Retail,New age - Platform - E-Retail
BRIGADE,Brigade Enterprises Ltd,Realty,Realty - National
BRIGHOTEL,Brigade Hotel Ventures Ltd,Hotels & Restaurants,Hotels - Resorts
BRIGHT,Bright Outdoor Media Ltd,Miscellaneous,Entertainment & Media
BRRL,B-Right RealEstate Ltd,Realty,Construction - Factories/Offices/Commercial
BRITANNIA,Britannia Industries Ltd,FMCG,FMCG - Foods
BIRET,Brookfield India Real Estate Trust,Real Estate Investment Trusts,Real Estate Investment Trusts
BSE,BSE Ltd,Financial Services,Exchanges
BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,Consumer Durables,Domestic Appliances
C2C,C2C Advanced Systems Ltd,Aerospace & Defence,Engineering - Light - General
CAMLINFINE,Camlin Fine Sciences Ltd,Chemicals,Chemicals - Others
CAMPUS,Campus Activewear Ltd,Leather,Footwear
CANBK,Canara Bank,Banks,Banks - PSU
CANHLIFE,Canara HSBC Life Insurance Company Ltd,Insurance,Finance - Insurance
CRAMC,Canara Robeco Asset Management Company Ltd,Finance,Finance - AMC
CANFINHOME,Can Fin Homes Ltd,Finance,Finance - Housing
CANTABIL,Cantabil Retail India Ltd,Textiles,Textiles - Readymade Apparel
CAPACITE,Capacite Infraprojects Ltd,Infrastructure Developers & Operators,Realty - Construction & Contracting
CAPILLARY,Capillary Technologies India Ltd,IT - Software,IT - Software
CIFL,Capital India Finance Ltd,Finance,Finance & Investments - Others
CAPINVIT,Capital Infra Trust,Infrastructure Investment Trusts,Infra/Real Estate Investment Trust
CAPITALSFB,Capital Small Finance Bank Ltd,Banks,Banks - Small Finance
CAPLIPOINT,Caplin Point Laboratories Ltd,Pharmaceuticals,Pharma - Formulators
CGCL,Capri Global Capital Ltd,Finance,Finance & Investments - Gold Loan
CTCL,Captain Technocast Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
CARBORUNIV,Carborundum Universal Ltd,Capital Goods-Non Electrical Equipment,Abrasives & Grinding Wheels
CARERATING,CARE Ratings Ltd,Credit Rating Agencies,Credit Rating Agencies
CARRARO,Carraro India Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
CARTRADE,Cartrade Tech Ltd,Retail,Platform - Others
CARYSIL,Carysil Ltd,Consumer Durables,Building Material USA
CASTROLIND,Castrol India Ltd,Chemicals,Lubricants
CCL,CCL Products (India) Ltd,Plantation & Plantation Products,FMCG - Coffee
CCME,CCME Global Ltd,Healthcare,Miscellaneous
CEATLTD,CEAT Ltd,Tyres,Tyres & Tubes
CEIGALL,Ceigall India Ltd,Infrastructure Developers & Operators,Construction - Civil/Turnkey
MAPMYINDIA,CE Info Systems Ltd,IT - Software,Geospatial
CEINSYS,Ceinsys Tech Ltd,IT - Software,Geospatial
CELLECOR,Cellecor Gadgets Ltd,Retail,Retail - Electronics
CELLO,Cello World Ltd,Trading,Opalware
CEMPRO,Cemindia Projects Ltd,Infrastructure Developers & Operators,Infra - Construction & Contracting
CENTRALBK,Central Bank of India,Banks,Banks - PSU
CDSL,Central Depository Services (India) Ltd,Financial Services,Finance - Capital Markets
CMPDI,Central Mine Planning & Design Institute Ltd,Miscellaneous,Miscellaneous
CENTRUM,Centrum Capital Ltd,Finance,Finance - Capital Markets
CENTUM,Centum Electronics Ltd,Electronics,EMS
CENTENKA,Century Enka Ltd,Textiles,Textiles - Manmade Fibre - PFY/PSF
CENTURYPLY,Century Plyboards (India) Ltd,Plywood Boards/Laminates,Plywood Boards/Laminates
CERA,Cera Sanitaryware Ltd,Ceramic Products,Ceramics/Tiles/Sanitaryware
CESC,CESC Ltd,Power Generation & Distribution,Power - Generation/Distribution
CFF,CFF Fluid Control Ltd,Aerospace & Defence,Shipping - Proxy
CGPOWER,CG Power & Industrial Solutions Ltd,Capital Goods - Electrical Equipment,Capital Goods - Transformers
CHALET,Chalet Hotels Ltd,Hotels & Restaurants,Hotels
CLSEL,Chamanlal Setia Exports Ltd,FMCG,FMCG - Rice
CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,Fertilizers,Fertilisers
CHANDAN,Chandan Healthcare Ltd,Healthcare,Diagnostic Services
CHEMBONDCH,Chembond Chemicals Ltd,Chemicals,Chemicals - Speciality
CHEMCON,Chemcon Speciality Chemicals Ltd,Chemicals,Speciality Chemicals
CHEMFAB,Chemfab Alkalis Ltd,Chemicals,Chemicals - Inorganic - Caustic Soda/Soda Ash
CHEMPLASTS,Chemplast Sanmar Ltd,Chemicals,Petrochem - Polymers
CHENNPETRO,Chennai Petroleum Corporation Ltd,Refineries,Refineries
CHEVIOT,Cheviot Company Ltd,Textiles,Textiles - Jute/Jute Products
CHOICEIN,Choice International Ltd,Finance,Finance - Capital Markets - Brokers
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Finance,Finance - Holding Company
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Finance,Conglomerate Backed NBFC
CIANAGRO,CIAN Agro Industries & Infrastructure Ltd,Edible Oil,"Edible Oils, Agro Processing"
CIEINDIA,CIE Automotive India Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
CIGNITITEC,Cigniti Technologies Ltd,IT - Software,IT - Software
CIPLA,Cipla Ltd,Pharmaceuticals,Pharma - Formulators
CITIUSINVT,Citius Transnet Investment Trust,Infrastructure Investment Trusts,Infra/Real Estate Investment Trust
CITURGIA,Citurgia Biochemicals Ltd,Chemicals,Chemicals - Organic
